1,0.9665,1
2,0.9804,0
3,0.9802,0
4,0.9622,1
5,0.971,1
6,0.9842,0
7,0.9851,0
8,0.9832,0
9,0.9749,1
10,0.9762,1
11,0.9744,1
12,0.9799,1
13,0.9681,1
14,0.974,0
15,0.9807,0
16,0.9847,0
17,0.977,0
18,0.9719,0
19,0.9649,1
20,0.9609,1
21,0.9791,0
22,0.9706,1
23,0.9867,0
24,0.972,1
25,0.9715,0
26,0.9764,0
27,0.9775,1
28,0.9722,1
29,0.9741,0
30,0.963,1
31,0.9559,1
32,0.9776,1
33,0.9711,0
34,0.9866,0
35,0.9831,0
36,0.9643,1
37,0.9773,1
38,0.9829,0
39,0.9775,1
40,0.9687,1
41,0.9748,0
42,0.9784,0
43,0.9654,1
44,0.9748,0
45,0.9791,0
46,0.9806,0
47,0.9634,1
48,0.964,1
49,0.9692,1
50,0.9657,1
51,0.9807,0
52,0.9829,0
53,0.9715,1
54,0.9697,1
55,0.9756,0
56,0.987,0
57,0.9745,0
58,0.9865,0
59,0.9783,1
60,0.9786,1
61,0.9638,1
62,0.9713,1
63,0.9809,0
64,0.9831,0
65,0.9665,0
66,0.9663,0
67,0.9634,1
68,0.9763,1
69,0.9674,1
70,0.955,1
71,0.9743,0
72,0.9802,0
73,0.9713,1
74,0.9695,0
75,0.9755,0
76,0.966,1
77,0.9766,0
78,0.9733,0
79,0.967,1
80,0.9748,1
81,0.9693,1
82,0.9771,1
83,0.9676,0
84,0.9838,0
85,0.9835,0
86,0.9681,1
87,0.9823,0
88,0.9646,0
89,0.9592,1
90,0.9776,1
91,0.9608,1
92,0.972,1
93,0.9823,0
94,0.9821,0
95,0.9717,1
96,0.978,1
97,0.9729,0
98,0.9837,0
99,0.9779,1
100,0.9746,1
101,0.9743,0
102,0.9711,0
103,0.9679,0
104,0.9726,1
105,0.9739,1
106,0.9607,1
107,0.9822,1
108,0.9853,0
109,0.9738,0
110,0.9859,0
111,0.9821,0
112,0.9796,0
113,0.9702,1
114,0.964,1
115,0.9652,1
116,0.9674,1
117,0.9687,0
118,0.9794,0
119,0.9711,0
120,0.9661,1
121,0.9696,1
122,0.9669,1
123,0.9814,0
124,0.973,0
125,0.9854,0
126,0.9829,0
127,0.9605,1
128,0.9647,1
129,0.9729,0
130,0.9875,0
131,0.9699,1
132,0.9632,1
133,0.986,0
134,0.9721,0
135,0.976,1
136,0.9653,1
137,0.9689,1
138,0.9743,0
139,0.9689,0
140,0.9658,1
141,0.9776,1
142,0.9752,1
143,0.9734,0
144,0.9777,0
145,0.9775,1
146,0.9767,1
